Id,Pred
2016_1112_1114,0.9999999858115107
2016_1112_1122,0.9999999998437863
2016_1112_1124,0.6461635824483114
2016_1112_1138,0.9999958743079412
2016_1112_1139,0.9011794419587718
2016_1112_1143,0.8674186483871441
2016_1112_1151,0.9999999952786114
2016_1112_1153,0.8019873273422575
2016_1112_1160,0.963510441371115
2016_1112_1163,0.8603037669850039
2016_1112_1167,0.9999999999207145
2016_1112_1173,0.9903439057224005
2016_1112_1181,0.271363354446764
2016_1112_1192,0.9999999700954976
2016_1112_1195,0.9999999532055037
2016_1112_1201,0.9999338438459658
2016_1112_1211,0.9991147058117332
2016_1112_1214,0.999999999997403
2016_1112_1218,0.9937204583572229
2016_1112_1221,0.9999999765509567
2016_1112_1231,0.3914709957515521
2016_1112_1233,0.9999996923676118
2016_1112_1234,0.8322554796778326
2016_1112_1235,0.8884288636279655
2016_1112_1242,0.5803654914246381
2016_1112_1246,0.3265211436496532
2016_1112_1268,0.588675488638484
2016_1112_1274,0.7059143117374471
2016_1112_1276,0.7263492906682391
2016_1112_1277,0.2909581389621337
2016_1112_1292,0.9999993625181556
2016_1112_1314,0.42420548052228635
2016_1112_1320,0.9999688386539117
2016_1112_1323,0.5848545141375123
2016_1112_1328,0.892910206969842
2016_1112_1332,0.6813661468453629
2016_1112_1333,0.9930386275556647
2016_1112_1338,0.5953272666472502
2016_1112_1344,0.8993864422878376
2016_1112_1345,0.3889952362862227
2016_1112_1355,0.9999999998042379
2016_1112_1371,0.9104347539247525
2016_1112_1372,0.9999999995235354
2016_1112_1380,0.9999999999999005
2016_1112_1386,0.9990977134900553
2016_1112_1392,0.9999992100823885
2016_1112_1393,0.7115660210482828
2016_1112_1396,0.9966667881040283
2016_1112_1400,0.7693914992238086
2016_1112_1401,0.6346627674097594
2016_1112_1403,0.919268252789803
2016_1112_1409,0.9987514605027451
2016_1112_1421,0.9999999998358429
2016_1112_1423,0.9999998893958979
2016_1112_1425,0.9367225305396211
2016_1112_1428,0.8486179771450727
2016_1112_1433,0.9959142902137452
2016_1112_1435,0.9404508265223036
2016_1112_1437,0.7917234489403123
2016_1112_1438,0.527029335723474
2016_1112_1451,0.9999999993528772
2016_1112_1452,0.8759043042165426
2016_1112_1453,0.9999999390496758
2016_1112_1455,0.9997194961586503
2016_1112_1458,0.5172553333015149
2016_1112_1462,0.8407109816030894
2016_1112_1463,0.9999999951694676
2016_1114_1122,0.9891100142313476
2016_1114_1124,2.5910518162525997e-08
2016_1114_1138,0.0034272561564428366
2016_1114_1139,1.2938981106593635e-07
2016_1114_1143,9.282873521652474e-08
2016_1114_1151,0.7503215735512272
2016_1114_1153,5.746595867919145e-08
2016_1114_1160,3.7464834070993854e-07
2016_1114_1163,8.737823187060726e-08
2016_1114_1167,0.9944430342507407
2016_1114_1173,1.4551912180121128e-06
2016_1114_1181,5.2841647342685475e-09
2016_1114_1192,0.3217855834897438
2016_1114_1195,0.23266307401567057
2016_1114_1201,0.00021440951393832334
2016_1114_1211,1.6012418969883677e-05
2016_1114_1214,0.9998170021229733
2016_1114_1218,2.245284985265833e-06
2016_1114_1221,0.37697713471177496
2016_1114_1231,9.127555131777599e-09
2016_1114_1233,0.04408814418858935
2016_1114_1234,7.039542766832785e-08
2016_1114_1235,1.12981390426049e-07
2016_1114_1242,1.9623051279320595e-08
2016_1114_1246,6.878971359728632e-09
2016_1114_1268,2.0306146483542506e-08
2016_1114_1274,3.4057615894987684e-08
2016_1114_1276,3.76604134220191e-08
2016_1114_1277,5.822302860678261e-09
2016_1114_1292,0.021772481954323086
2016_1114_1314,1.0453095177157622e-08
2016_1114_1320,0.0004551019795891729
2016_1114_1323,1.9988659903517778e-08
2016_1114_1328,1.1830301635940142e-07
2016_1114_1332,3.034064329633776e-08
2016_1114_1333,2.0239815737837613e-06
2016_1114_1338,2.087314948371591e-08
2016_1114_1344,1.268311518210212e-07
2016_1114_1345,9.03307973549661e-09
2016_1114_1355,0.9863905328293953
2016_1114_1371,1.442266123056852e-07
2016_1114_1372,0.9675099774172653
2016_1114_1380,0.9999929888015128
2016_1114_1386,1.5710602435959015e-05
2016_1114_1392,0.017645032673519353
2016_1114_1393,3.500297244210883e-08
2016_1114_1396,4.242495418199929e-06
2016_1114_1400,4.733781539929896e-08
2016_1114_1401,2.464820156064981e-08
2016_1114_1403,1.6156005826231162e-07
2016_1114_1409,1.1349752041635355e-05
2016_1114_1421,0.9885625905717029
2016_1114_1423,0.11369655747927936
2016_1114_1425,2.1003802850089258e-07
2016_1114_1428,7.953788710177325e-08
2016_1114_1433,3.458510577313191e-06
2016_1114_1435,2.2407655462584964e-07
2016_1114_1437,5.393482427833146e-08
2016_1114_1438,1.5810177262521812e-08
2016_1114_1451,0.9563804427147827
2016_1114_1452,1.0014656544692247e-07
2016_1114_1453,0.18883035354439365
2016_1114_1455,5.056541184129134e-05
2016_1114_1458,1.520280227838037e-08
2016_1114_1462,7.48853756828506e-08
2016_1114_1463,0.7460157300412787
2016_1122_1124,2.8527178697927356e-10
2016_1122_1138,3.7862024299552e-05
2016_1122_1139,1.4245668946356144e-09
2016_1122_1143,1.022033629922639e-09
2016_1122_1151,0.03202672247210601
2016_1122_1153,6.326935313167795e-10
2016_1122_1160,4.1248360157955394e-09
2016_1122_1163,9.620242137873228e-10
2016_1122_1167,0.6633298370054236
2016_1122_1173,1.6021508460519682e-08
2016_1122_1181,5.817803705166712e-11
2016_1122_1192,0.00519660299019425
2016_1122_1195,0.003327183018520562
2016_1122_1201,2.361124387909906e-06
2016_1122_1211,1.7629765512722128e-07
2016_1122_1214,0.9836475683299123
2016_1122_1218,2.472038042252794e-08
2016_1122_1221,0.006617746603573373
2016_1122_1231,1.004933171788515e-10
2016_1122_1233,0.0005075352466302612
2016_1122_1234,7.750454932491862e-10
2016_1122_1235,1.2439120559267194e-09
2016_1122_1242,2.1604750759962616e-10
2016_1122_1246,7.573667200030456e-11
2016_1122_1268,2.2356830633721817e-10
2016_1122_1274,3.749703870820923e-10
2016_1122_1276,4.1463677000718506e-10
2016_1122_1277,6.410287505575509e-11
2016_1122_1292,0.0002449877488919236
2016_1122_1314,1.150873585916483e-10
2016_1122_1320,5.012875909912437e-06
2016_1122_1323,2.20072816021435e-10
2016_1122_1328,1.3025025495041786e-09
2016_1122_1332,3.340469501566014e-10
2016_1122_1333,2.2283845413716435e-08
2016_1122_1338,2.2981094342035203e-10
2016_1122_1344,1.3963963479585707e-09
2016_1122_1345,9.945315407801999e-11
2016_1122_1355,0.44381942310714356
2016_1122_1371,1.5879183881506503e-09
2016_1122_1372,0.2469084388654022
2016_1122_1380,0.9993635912868201
2016_1122_1386,1.7297458607233622e-07
2016_1122_1392,0.00019772011638582808
2016_1122_1393,3.8537865299738346e-10
2016_1122_1396,4.670957518593225e-08
2016_1122_1400,5.211838448045927e-10
2016_1122_1401,2.7137382788520245e-10
2016_1122_1403,1.7787576620014612e-09
2016_1122_1409,1.249608474461224e-07
2016_1122_1421,0.48760267007185837
2016_1122_1423,0.0014103751324016456
2016_1122_1425,2.3124946502144958e-09
2016_1122_1428,8.757029190677621e-10
2016_1122_1433,3.80779278850915e-08
2016_1122_1435,2.46705725007748e-09
2016_1122_1437,5.938161495736679e-10
2016_1122_1438,1.7406820839301956e-10
2016_1122_1451,0.19445602368110412
2016_1122_1452,1.1026021017093395e-09
2016_1122_1453,0.0025564139005561717
2016_1122_1455,5.567471225738534e-07
2016_1122_1458,1.673810805293443e-10
2016_1122_1462,8.244793037475114e-10
2016_1122_1463,0.03132576085981362
2016_1124_1138,0.9999924658323962
2016_1124_1139,0.8331586542193208
2016_1124_1143,0.7817864263952911
2016_1124_1151,0.9999999913779668
2016_1124_1153,0.689234678886898
2016_1124_1160,0.9353141014432085
2016_1124_1163,0.7712878204892503
2016_1124_1167,0.9999999998552116
2016_1124_1173,0.9825059405818353
2016_1124_1181,0.16939311937295404
2016_1124_1192,0.9999999453894538
2016_1124_1195,0.9999999145455452
2016_1124_1201,0.999879194568207
2016_1124_1211,0.998384488569568
2016_1124_1214,0.9999999999952576
2016_1124_1218,0.9885917080787163
2016_1124_1221,0.9999999571781854
2016_1124_1231,0.26050390790123806
2016_1124_1233,0.9999994382127285
2016_1124_1234,0.7309562032077046
2016_1124_1235,0.8134483384190745
2016_1124_1242,0.430957894354719
2016_1124_1246,0.20979195945114557
2016_1124_1268,0.4393684956551323
2016_1124_1274,0.5679285598950137
2016_1124_1276,0.5924156318567045
2016_1124_1277,0.1834788895989021
2016_1124_1292,0.9999988358537591
2016_1124_1314,0.28746029621372876
2016_1124_1320,0.9999430957141072
2016_1124_1323,0.43549058346830005
2016_1124_1328,0.8203322851451085
2016_1124_1332,0.5393780780942496
2016_1124_1333,0.987360082441584
2016_1124_1338,0.4461631692349595
2016_1124_1344,0.8303638031848565
2016_1124_1345,0.25850456638189806
2016_1124_1355,0.9999999996425064
2016_1124_1371,0.8477080488400103
2016_1124_1372,0.9999999991298969
2016_1124_1380,0.9999999999998184
2016_1124_1386,0.9983535035678684
2016_1124_1392,0.9999985574812676
2016_1124_1393,0.5746341611692778
2016_1124_1396,0.9939297222527278
2016_1124_1400,0.6462647470081343
2016_1124_1401,0.48751633110293946
2016_1124_1403,0.8617888970755806
2016_1124_1409,0.9977223106532911
2016_1124_1421,0.999999999700222
2016_1124_1423,0.9999997980187095
2016_1124_1425,0.890185744807514
2016_1124_1428,0.7542825133343865
2016_1124_1433,0.9925639211870548
2016_1124_1435,0.8963525862712831
2016_1124_1437,0.6754911823287916
2016_1124_1438,0.37895286745043033
2016_1124_1451,0.9999999988182471
2016_1124_1452,0.7944541005353244
2016_1124_1453,0.9999998886946739
2016_1124_1455,0.9994878724627047
2016_1124_1458,0.36977801872363414
2016_1124_1462,0.7429407465793367
2016_1124_1463,0.9999999911786522
2016_1138_1139,3.7622377368007434e-05
2016_1138_1143,2.6991883504466865e-05
2016_1138_1151,0.998856925779441
2016_1138_1153,1.670959270436455e-05
2016_1138_1160,0.00010892789389305228
2016_1138_1163,2.5407076537177643e-05
2016_1138_1167,0.9999807829365457
2016_1138_1173,0.0004229601085578971
2016_1138_1181,1.5365196659380404e-06
2016_1138_1192,0.9928038296108836
2016_1138_1195,0.9887850309516052
2016_1138_1201,0.05869867384752066
2016_1138_1211,0.004634564117272657
2016_1138_1214,0.9999993705477063
2016_1138_1218,0.0006524563112781818
2016_1138_1221,0.9943484815253781
2016_1138_1231,2.654090674212699e-06
2016_1138_1233,0.9306093431890646
2016_1138_1234,2.0469066288428804e-05
2016_1138_1235,3.285149488525423e-05
2016_1138_1242,5.705930914723875e-06
2016_1138_1246,2.000253667799814e-06
2016_1138_1268,5.904558082995239e-06
2016_1138_1274,9.903128102161086e-06
2016_1138_1276,1.0950722748232729e-05
2016_1138_1277,1.692998212831046e-06
2016_1138_1292,0.8661648868315152
2016_1138_1314,3.039527164636547e-06
2016_1138_1320,0.11691526903328452
2016_1138_1323,5.812240857982278e-06
2016_1138_1328,3.439880611445619e-05
2016_1138_1332,8.822332186206273e-06
2016_1138_1333,0.0005881855519037329
2016_1138_1338,6.0694284536733044e-06
2016_1138_1344,3.687842925446167e-05
2016_1138_1345,2.626619395404544e-06
2016_1138_1355,0.9999525529538126
2016_1138_1371,4.193625960061667e-05
2016_1138_1372,0.9998845265959434
2016_1138_1380,0.999999975888021
2016_1138_1386,0.004547603563510797
2016_1138_1392,0.8393046940543409
2016_1138_1393,1.0178012053477623e-05
2016_1138_1396,0.0012321121348770475
2016_1138_1400,1.3764634828922693e-05
2016_1138_1401,7.167118328242485e-06
2016_1138_1403,4.6976008148874396e-05
2016_1138_1409,0.0032894462884711447
2016_1138_1421,0.9999602127633909
2016_1138_1423,0.9738914218259592
2016_1138_1425,6.107084663197198e-05
2016_1138_1428,2.312738233624554e-05
2016_1138_1433,0.001004653993965487
2016_1138_1435,6.515243612335628e-05
2016_1138_1437,1.5682847535340845e-05
2016_1138_1438,4.59724013350197e-06
2016_1138_1451,0.9998431732968472
2016_1138_1452,2.911963294148631e-05
2016_1138_1453,0.9854417754322683
2016_1138_1455,0.014491006175397685
2016_1138_1458,4.420630073679894e-06
2016_1138_1462,2.1774592119754522e-05
2016_1138_1463,0.9988305323710185
2016_1139_1143,0.41773620966080194
2016_1139_1151,0.999999956943998
2016_1139_1153,0.30754177885716577
2016_1139_1160,0.7432936633419366
2016_1139_1163,0.40309553242131274
2016_1139_1167,0.9999999992769673
2016_1139_1173,0.9183445648067602
2016_1139_1181,0.039236712756177856
2016_1139_1192,0.9999997272903849
2016_1139_1195,0.9999995732646842
2016_1139_1201,0.9993970226385297
2016_1139_1211,0.9919843076948539
2016_1139_1214,0.9999999999763176
2016_1139_1218,0.9455127277184371
2016_1139_1221,0.9999997861599641
2016_1139_1231,0.06589465535593211
2016_1139_1233,0.9999971945990082
2016_1139_1234,0.35235548644480047
2016_1139_1235,0.46615022222477004
2016_1139_1242,0.13168695037576167
2016_1139_1246,0.050480898391201824
2016_1139_1268,0.1356492513315483
2016_1139_1274,0.2083704464364381
2016_1139_1276,0.22544364044825063
2016_1139_1277,0.04306050695554231
2016_1139_1292,0.9999941866088319
2016_1139_1314,0.07474883287009078
2016_1139_1320,0.9997159005998731
2016_1139_1323,0.13381217440256754
2016_1139_1328,0.4776198685442642
2016_1139_1332,0.18994900492266986
2016_1139_1333,0.9399130212442004
2016_1139_1338,0.1389107964925185
2016_1139_1344,0.4950069277239383
2016_1139_1345,0.06525711655747439
2016_1139_1355,0.9999999982147774
2016_1139_1371,0.5271124135765527
2016_1139_1372,0.9999999956549508
2016_1139_1380,0.9999999999990927
2016_1139_1386,0.9918315735597801
2016_1139_1392,0.9999927965095442
2016_1139_1393,0.2129227883049647
2016_1139_1396,0.9704042334514057
